"ID","Transect","Species_name","Size","Count","Date","Year","Survey_no","Location","Type","Site","Dist_pimpa","Depth","Depth_max","Tide","Visibility","Weather","Wind","Wind_strength","Transect_size","No_transects","GPS_dep_lat","GPS_dep_lon","GPS_arr_lat","GPS_arr_lon","Time_begin","Comment","Species_fishbase","a","b","mass","Protection","Family","Trophic_group","Target","Trophic_guild","Trophic_level","Length_max"
"SAN_U8_1","T1","Lutjanus_carponotatus",38,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Lutjanus carponotatus",0.0242075,2.872675,0.835900882884982,"Control","Lutjanidae","Piscivore",2.83,"Crustacivore",4.02,40
"SAN_U8_1","T1","Siganus_vulpinus",20,2,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Siganus vulpinus",0.022445,3,0.35912,"Control","Siganidae","Herbivore-Detritivore",2.7,"Herbivore",2.68,25
"SAN_U8_1","T1","Scarus_rivulatus",26,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus rivulatus",0.0204625,3.1057625,0.507609632837832,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2.71,40
"SAN_U8_1","T1","Scarus_rivulatus",23,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus rivulatus",0.0204625,3.1057625,0.346866166598608,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2.71,40
"SAN_U8_1","T1","Scarus_altipinnis",33,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus altipinnis",0.0202333333333333,3.01255333333333,0.759751677483776,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2,60
"SAN_U8_1","T1","Scarus_rivulatus",19,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus rivulatus",0.0204625,3.1057625,0.191630076511766,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2.71,40
"SAN_U8_1","T1","Scarus_hypselopterus",21,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus hypselopterus",0.01148,3.09,0.139829726691611,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2,31
"SAN_U8_1","T1","Cetoscarus_ocellatus",18,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Cetoscarus ocellatus",0.0276,2.92,0.127733495474192,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2,80
"SAN_U8_1","T1","Scarus_rivulatus",25,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus rivulatus",0.0204625,3.1057625,0.449395116394988,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2.71,40
"SAN_U8_1","T1","Cheilinus_fasciatus",22,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Cheilinus fasciatus",0.02949,2.964,0.280941306991078,"Control","Labridae","Invertivore",1.5,"Crustacivore",3.37,40
"SAN_U8_1","T1","Chlorurus_bleekeri",17,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Chlorurus bleekeri",0.0415,2.946,0.174964773582013,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2,49
"SAN_U8_1","T1","Choerodon_anchorago",20,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Choerodon anchorago",0.0255333333333333,3.00366666666667,0.206522771809541,"Control","Labridae","Invertivore",1.5,"Macroinvertivore",3.32,50
"SAN_U8_1","T1","Cheilinus_fasciatus",18,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Cheilinus fasciatus",0.02949,2.964,0.154989571536987,"Control","Labridae","Invertivore",1.5,"Crustacivore",3.37,40
"SAN_U8_1","T1","Scarus_rivulatus",25,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus rivulatus",0.0204625,3.1057625,0.449395116394988,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2.71,40
"SAN_U8_1","T1","Thalassoma_lunare",18,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Thalassoma lunare",0.02465,2.824435,0.0865471002685312,"Control","Labridae","Invertivore",1.5,"Planktivore",3.5,45
"SAN_U8_1","T1","Scarus_hypselopterus",26,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus hypselopterus",0.01148,3.09,0.270526325288435,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2,31
"SAN_U8_1","T1","Scolopsis_margaritifera",24,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scolopsis margaritifera",0.0333,2.966,0.413190926876664,"Control","Nemipteridae","Invertivore",2.5,"Microinvertivore",3.6,28
"SAN_U8_1","T2","Siganus_virgatus",15,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Siganus virgatus",0.0204,3.236,0.13045522606892,"Control","Siganidae","Herbivore-Detritivore",2.7,"Herbivore",2.73,30
"SAN_U8_1","T2","Scarus_hypselopterus",23,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus hypselopterus",0.01148,3.09,0.18521702379564,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2,31
"SAN_U8_1","T2","Siganus_guttatus",31,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Siganus guttatus",0.0367,2.89285714285714,0.756767360915496,"Control","Siganidae","Herbivore-Detritivore",2.7,"Herbivore",2.68,42
"SAN_U8_1","T2","Scarus_rivulatus",23,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus rivulatus",0.0204625,3.1057625,0.346866166598608,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2.71,40
"SAN_U8_1","T2","Scarus_rivulatus",21,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus rivulatus",0.0204625,3.1057625,0.26149163153249,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2.71,40
